Frog,Morph,Color,Slide/section,Total area,Melanophores,%mel,Xanthophores,%xan,Glands,%glands,Epidermis,Data analyzed
VAO6,varadero,orange,S9-2-2,466005,18768,4.03,62341,13.38,66628,14.30,38934,8/14
VAO6,varadero,orange,S12-2-1,510444,34721,6.80,12839,2.52,72896,14.28,88065,8/14
VAO6,varadero,orange,S12-2-2,326606,14798,4.53,37422,11.46,37508,11.48,40641,8/14
VAO6,varadero,orange,S12-3-1,515840,27847,5.40,74781,14.50,34423,6.67,90317,8/14
VAO6,varadero,orange,S12-3-2,286608,10187,3.55,27176,9.48,11129,3.88,34622,8/14
SAO3,banded,orange,S-1-1,341360,30377,8.90,26026,7.62,12419,3.64,61769,8/16
SAO3,banded,orange,S1-2-1,507763,70677,13.92,24948,4.91,38986,7.68,83466,8/16
SAO3,banded,orange,S1-3-1,336152,58442,17.39,51021,15.18,0,0.00,66021,8/16
SAO3,banded,orange,S1-3-2,306600,27845,9.08,9480,3.09,26944,8.79,62055,8/16
SAO3,banded,orange,S2-1-1,475173,64536,13.58,49103,10.33,0,0.00,81328,8/16
SAO3,banded,orange,S2-2-1,585574,69359,11.84,43377,7.41,0,0.00,84598,8/16
SAO3,banded,orange,S2-3-1,512278,40834,7.97,7459,1.46,0,0.00,34803,8/16
SAO3,banded,orange,S2-3-2,503404,53355,10.60,50822,10.10,0,0.00,75491,8/16
SAO3,banded,orange,S3-1-1,496630,42438,8.55,26549,5.35,19225,3.87,77192,8/16
SAO3,banded,orange,S3-2-1,327689,27070,8.26,24910,7.60,0,0.00,62131,8/16
SAO3,banded,orange,S3-3-1,283341,25376,8.96,31534,11.13,0,0.00,44344,8/16
SAO3,banded,orange,S4-2-1,502198,53007,10.56,60600,12.07,0,0.00,91875,8/16
SAO3,banded,orange,S4-3-1,444620,34707,7.81,47579,10.70,10836,2.44,81459,8/16
SAO3,banded,orange,S5-2-1,416376,36727,8.82,45555,10.94,0,0.00,61396,8/16
SAO3,banded,orange,S5-3-1,355687,25650,7.21,49217,13.84,0,0.00,64491,8/16
SAO3,banded,orange,S6-1-1,380690,20968,5.51,28388,7.46,9911,2.60,51608,8/16
SAO3,banded,orange,S6-2-1,466313,27142,5.82,29307,6.28,0,0.00,66318,8/16
SAO3,banded,orange,S6-3-2,393368,34253,8.71,35791,9.10,0,0.00,62525,8/16
SAO3,banded,orange,S7-1-2,483373,36100,7.47,41230,8.53,12312,2.55,90728,8/16
SAO3,banded,orange,S7-2-2,523821,51869,9.90,62697,11.97,0,0.00,124303,8/16
SAO3,banded,orange,S7-3-1,361755,28814,7.97,46302,12.80,0,0.00,95438,8/16
SAO3,banded,orange,S7-3-2,510058,38319,7.51,53850,10.56,35726,7.00,85579,8/16
SAO3,banded,orange,S8-1-1,414544,30988,7.48,45917,11.08,0,0.00,81585,8/16
SAO3,banded,orange,S8-1-2,496000,35307,7.12,46096,9.29,6838,1.38,81749,8/16
SAO3,banded,orange,S8-2-1,370326,33937,9.16,52715,14.23,13722,3.71,90823,8/16
SAO3,banded,orange,S8-2-2,495225,35958,7.26,57485,11.61,9324,1.88,88031,8/16
SAO3,banded,orange,S8-3-1,566210,36154,6.39,54593,9.64,44690,7.89,110360,8/16
SAO3,banded,orange,S8-3-2,426495,46122,10.81,54544,12.79,33886,7.95,79334,8/16
SAO3,banded,orange,S9-1-1,429421,32841,7.65,59679,13.90,11090,2.58,89239,8/16
SAO3,banded,orange,S9-2-1,542790,48481,8.93,44567,8.21,34465,6.35,99618,8/16
SAO3,banded,orange,S9-3-1,517070,51379,9.94,59194,11.45,8186,1.58,116887,8/16
SAO3,banded,orange,S10-1-1,566771,35597,6.28,67552,11.92,79403,14.01,104318,8/16
SAO3,banded,orange,S10-2-1,565670,47088,8.32,64987,11.49,60098,10.62,107814,8/16
SAO3,banded,orange,S10-3-1,442967,20085,4.53,62329,14.07,38109,8.60,69283,8/16
SAO3,banded,orange,S11-1-1,451510,26999,5.98,62019,13.74,52381,11.60,85041,8/16
SAO3,banded,orange,S11-2-1,564191,38074,6.75,69513,12.32,55715,9.88,84252,8/16
SAO3,banded,orange,S11-3-1,630514,38383,6.09,78446,12.44,67154,10.65,95442,8/16
SAO3,banded,orange,S12-1-1,572399,46612,8.14,81519,14.24,83849,14.65,99317,8/16
SAO3,banded,orange,S12-2-1,527871,35849,6.79,67855,12.85,45086,8.54,83981,8/16
SAO3,banded,orange,S12-3-1,575140,41529,7.22,81202,14.12,73712,12.82,94435,8/16
SAO3,banded,orange,S13-1-1,553709,38096,6.88,80656,14.57,44888,8.11,90156,8/16
SAO3,banded,orange,S13-1-2,475362,32055,6.74,43020,9.05,23081,4.86,85538,8/16
SAO3,banded,orange,S13-2-1,591694,49784,8.41,70422,11.90,39507,6.68,114713,8/16
SAO3,banded,orange,S13-3-1,357788,40720,11.38,42817,11.97,9779,2.73,71814,8/16
SAO3,banded,orange,S14-2-1,402797,32158,7.98,21437,5.32,45268,11.24,78805,8/16
SAO3,banded,orange,S15-1-1,519225,42167,8.12,49836,9.60,0,0.00,101661,8/16
SAO3,banded,orange,S15-1-2,304581,33128,10.88,27313,8.97,0,0.00,75703,8/16
SAO3,banded,orange,S15-2-1,621078,44092,7.10,27587,4.44,5432,0.87,99042,8/16
SAO3,banded,orange,S15-3-1,362064,48130,13.29,20861,5.76,15612,4.31,70318,8/16
SAO3,banded,orange,S15-3-2,584042,47179,8.08,51678,8.85,13963,2.39,95245,8/16
SAO3,banded,orange,S19-1-1,201180,18743,9.32,24255,12.06,0,0.00,40178,8/16
SAO3,banded,orange,S19-2-1,210731,17971,8.53,19645,9.32,7971,3.78,44087,8/16
SAO3,banded,orange,S20-1-1,290744,26662,9.17,22266,7.66,0,0.00,46056,8/16
SAO3,banded,orange,S20-2-1,301344,21831,7.24,25920,8.60,0,0.00,54405,8/16
SAO3,banded,orange,S20-3-1,453647,38709,8.53,56164,12.38,0,0.00,106045,8/16
SAO4,banded,orange,S1-1-1,486668,25414,5.22,65685,13.50,43616,8.96,64644,8/16
SAO4,banded,orange,S1-2-1,282461,4667,1.65,48965,17.34,16568,5.87,63529,8/16
SAO4,banded,orange,S1-3-1,208564,12146,5.82,22755,10.91,10841,5.20,33443,8/16
SAO4,banded,orange,S2-1-1,324266,6145,1.90,48090,14.83,23047,7.11,62964,8/16
SAO4,banded,orange,S2-1-2,193244,0,0.00,36271,18.77,3627,1.88,46822,8/16
SAO4,banded,orange,S2-2-1,260644,34254,13.14,2798,1.07,10197,3.91,50324,8/16
SAO4,banded,orange,S2-2-2,259671,938,0.36,41621,16.03,17567,6.77,47168,8/16
SAO4,banded,orange,S2-3-1,293462,3268,1.11,40343,13.75,3658,1.25,57371,8/16
SAO4,banded,orange,S2-3-2,306405,3108,1.01,48808,15.93,13655,4.46,60511,8/16
SAO4,banded,orange,S3-1-1,361528,0,0.00,52865,14.62,10732,2.97,61850,8/16
SAO4,banded,orange,S3-1-2,290947,6752,2.32,62640,21.53,23786,8.18,64158,8/16
SAO4,banded,orange,S3-2-1,296243,0,0.00,28059,9.47,0,0.00,49929,8/16
SAO4,banded,orange,S3-2-2,235301,0,0.00,40149,17.06,0,0.00,45171,8/16
SAO4,banded,orange,S3-3-1,254913,4154,1.63,61353,24.07,0,0.00,45100,8/16
SAO4,banded,orange,S3-3-2,261202,3741,1.43,55263,21.16,0,0.00,57588,8/16
SAO4,banded,orange,S4-1-1,292859,0,0.00,45282,15.46,8998,3.07,59678,8/16
SAO4,banded,orange,S4-2-1,284728,1812,0.64,49436,17.36,25249,8.87,61081,8/16
SAO4,banded,orange,S4-2-2,339532,0,0.00,65311,19.24,21104,6.22,64799,8/16
SAO4,banded,orange,S4-3-1,289438,4324,1.49,52100,18.00,4729,1.63,63245,8/16
SAO4,banded,orange,S4-3-2,335834,0,0.00,68640,20.44,2239,0.67,69504,8/16
SAO4,banded,orange,S5-1-1,319867,2200,0.69,55358,17.31,33284,10.41,66894,8/16
SAO4,banded,orange,S5-1-2,327609,2682,0.82,60183,18.37,13842,4.23,64280,8/16
SAO4,banded,orange,S5-2-1,302138,1115,0.37,63824,21.12,30291,10.03,63414,8/16
SAO4,banded,orange,S5-2-2,334581,988,0.30,63020,18.84,12004,3.59,59217,8/16
SAO4,banded,orange,S5-3-1,325564,0,0.00,67914,20.86,0,0.00,67898,8/16
SAO4,banded,orange,S5-3-2,274474,0,0.00,40236,14.66,15273,5.56,60837,8/16
SAO4,banded,orange,S6-1-1,296051,0,0.00,63093,21.31,0,0.00,55036,8/16
SAO4,banded,orange,S6-1-2,340422,4814,1.41,69433,20.40,0,0.00,68115,8/16
SAO4,banded,orange,S6-2-1,246731,0,0.00,52930,21.45,0,0.00,57420,8/16
SAO4,banded,orange,S8-1-1,319596,12874,4.03,56582,17.70,0,0.00,65796,8/16
SAO4,banded,orange,S8-2-1,328290,7569,2.31,50402,15.35,0,0.00,64207,8/16
SAO4,banded,orange,S8-2-2,255523,6828,2.67,42840,16.77,7288,2.85,48457,8/16
SAO4,banded,orange,S8-3-1,372391,2856,0.77,60325,16.20,0,0.00,63578,8/16
SAO4,banded,orange,S8-3-2,234076,8216,3.51,44410,18.97,0,0.00,45141,8/16
SAO4,banded,orange,S9-1-1,251178,4391,1.75,34270,13.64,0,0.00,55127,8/16
SAO4,banded,orange,S9-1-2,305655,905,0.30,42729,13.98,0,0.00,68087,8/16
SAO4,banded,orange,S9-2-1,320075,504,0.16,43366,13.55,0,0.00,67456,8/16
SAO4,banded,orange,S9-2-2,259719,11356,4.37,28683,11.04,0,0.00,49880,8/16
SAO4,banded,orange,S9-3-1,356716,5908,1.66,65706,18.42,0,0.00,83023,8/16
SAO4,banded,orange,S9-3-2,338297,6314,1.87,36826,10.89,6762,2.00,63350,8/16
SAO4,banded,orange,S10-1-1,296199,11217,3.79,45074,15.22,0,0.00,65623,8/16
SAO4,banded,orange,S10-2-2,253240,5496,2.17,34785,13.74,0,0.00,33637,8/16
SAO4,banded,orange,S10-3-1,295566,7856,2.66,41832,14.15,13874,4.69,63597,8/16
SAO4,banded,orange,S10-3-2,396658,5918,1.49,52205,13.16,39701,10.01,62323,8/16
SAO4,banded,orange,S11-1-1,310980,4196,1.35,53068,17.06,0,0.00,68662,8/16
SAO4,banded,orange,S11-1-2,388865,6875,1.77,51582,13.26,65275,16.79,58309,8/16
SAO4,banded,orange,S11-2-1,257613,10324,4.01,39663,15.40,5264,2.04,51441,8/16
SAO4,banded,orange,S11-2-2,382709,5664,1.48,70350,18.38,47283,12.35,68776,8/16
SAO4,banded,orange,S11-3-1,367200,8621,2.35,44828,12.21,5021,1.37,56528,8/16
SAO4,banded,orange,S11-3-2,327144,4929,1.51,48706,14.89,63575,19.43,48604,8/16
SAO4,banded,orange,S12-2-1,391965,6108,1.56,46854,11.95,24951,6.37,72606,8/16
SAO4,banded,orange,S12-2-2,300258,778,0.26,46422,15.46,32530,10.83,65459,8/16
SAO4,banded,orange,S12-3-2,530693,1339,0.25,81315,15.32,71124,13.40,79811,8/16
SAO4,banded,orange,S13-1-1,410687,1179,0.29,54063,13.16,46042,11.21,56478,8/16
SAO4,banded,orange,S13-2-1,268147,16224,6.05,27445,10.24,0,0.00,55071,8/16
SAO4,banded,orange,S13-2-2,468831,1792,0.38,68441,14.60,51364,10.96,73949,8/16
SAO4,banded,orange,S13-3-1,404215,4475,1.11,67169,16.62,43562,10.78,72303,8/16
SAO4,banded,orange,S14-1-1,364296,707,0.19,67523,18.54,37008,10.16,59979,8/16
SAO4,banded,orange,S14-1-2,470438,5121,1.09,76805,16.33,9414,2.00,72046,8/16
SAO4,banded,orange,S14-2-1,476764,6833,1.43,83811,17.58,8729,1.83,75644,8/16
SAO6,banded,orange,S1-2-1,261724,7366,2.81,47577,18.18,0,0.00,38338,8/16
SAO6,banded,orange,S1-3-1,401626,7691,1.91,71243,17.74,0,0.00,61678,8/16
SAO6,banded,orange,S1-3-2,454346,14435,3.18,60796,13.38,0,0.00,65654,8/16
SAO6,banded,orange,S2-1-1,430532,8217,1.91,71280,16.56,0,0.00,70217,8/16
SAO6,banded,orange,S2-1-2,455456,21731,4.77,56811,12.47,0,0.00,66583,8/16
SAO6,banded,orange,S2-2-2,324069,7107,2.19,44875,13.85,28514,8.80,42121,8/16
SAO6,banded,orange,S2-3-1,481488,689,0.14,97405,20.23,0,0.00,84683,8/16
SAO6,banded,orange,S2-3-2,492960,432,0.09,86235,17.49,26485,5.37,72622,8/16
SAO6,banded,orange,S3-1-1,581768,18274,3.14,75546,12.99,14705,2.53,94777,8/16
SAO6,banded,orange,S3-1-2,501131,3300,0.66,98858,19.73,64144,12.80,81717,8/16
SAO6,banded,orange,S3-2-1,381837,12788,3.35,56998,14.93,49724,13.02,53979,8/16
SAO6,banded,orange,S3-2-2,299269,2145,0.72,32076,10.72,19240,6.43,42081,8/16
SAO6,banded,orange,S3-3-2,511708,13519,2.64,72818,14.23,0,0.00,94992,8/16
SAO6,banded,orange,S4-1-1,475480,1964,0.41,56759,11.94,0,0.00,83985,8/16
SAO6,banded,orange,S5-1-1,449240,6630,1.48,51989,11.57,0,0.00,78139,8/16
SAO6,banded,orange,S5-1-2,435505,4040,0.93,76938,17.67,0,0.00,66132,8/16
SAO6,banded,orange,S5-2-2,445673,2003,0.45,77448,17.38,0,0.00,85730,8/16
SAO6,banded,orange,S6-1-1,478194,1518,0.32,52670,11.01,20697,4.33,69641,8/16
SAO6,banded,orange,S7-1-1,319719,2006,0.63,56444,17.65,0,0.00,75140,8/16
SAO6,banded,orange,S8-1-1,414405,2647,0.64,67247,16.23,12207,2.95,74359,8/16
SAO6,banded,orange,S8-2-1,362547,6523,1.80,60761,16.76,0,0.00,74760,8/16
SAO6,banded,orange,S9-1-1,344893,5443,1.58,75380,21.86,0,0.00,69190,8/16
SAO6,banded,orange,S9-2-1,371907,6676,1.80,71827,19.31,10924,2.94,72472,8/16
SAO1,banded,orange,S2-1-1,222622,17691,7.95,25620,11.51,0,0.00,44392,8/17
SAO1,banded,orange,S2-2-1,313770,18149,5.78,35597,11.34,37154,11.84,53889,8/17
SAO1,banded,orange,S2-3-1,291530,23652,8.11,28868,9.90,30903,10.60,58703,8/17
SAO1,banded,orange,S8-1-1,241388,16123,6.68,37683,15.61,31112,12.89,70520,8/17
SAO1,banded,orange,S8-2-1,156116,9265,5.93,23770,15.23,9051,5.80,49926,8/17
SAO1,banded,orange,S8-3-1,231598,15505,6.69,39067,16.87,0,0.00,65481,8/17
SAO1,banded,orange,S9-1-1,293808,26036,8.86,39641,13.49,26035,8.86,92578,8/17
SAO1,banded,orange,S9-2-1,338749,34937,10.31,58408,17.24,42143,12.44,118455,8/17
SAO1,banded,orange,S9-3-1,294577,20264,6.88,25351,8.61,55785,18.94,84622,8/17
SAO1,banded,orange,S17-1-1,485198,25826,5.32,37203,7.67,81481,16.79,80882,8/17
SAO4,banded,orange,S4-1-1,516848,61348,11.87,41386,8.01,31194,6.04,125753,8/17
SAO4,banded,orange,S4-1-2,553558,58245,10.52,41927,7.57,28646,5.17,119028,8/17
SAO4,banded,orange,S4-2-1,414849,31315,7.55,50710,12.22,56382,13.59,93204,8/17
SAO4,banded,orange,S4-3-1,540535,48025,8.88,35767,6.62,47157,8.72,99497,8/17
SAO4,banded,orange,S5-1-1,370143,36565,9.88,25438,6.87,18873,5.10,76210,8/17
SAO4,banded,orange,S5-2-1,324362,28204,8.70,26829,8.27,11594,3.57,62222,8/17
SAO4,banded,orange,S5-3-1,288700,27565,9.55,38600,13.37,3919,1.36,61737,8/17
SAO4,banded,orange,S6-1-1,315150,34010,10.79,42907,13.61,16346,5.19,63559,8/17
SAO4,banded,orange,S6-1-2,159916,10982,6.87,16791,10.50,11447,7.16,34711,8/17
SAO4,banded,orange,S6-2-1,464743,53713,11.56,63810,13.73,8820,1.90,119492,8/17
SAO4,banded,orange,S6-2-2,209792,19784,9.43,30730,14.65,0,0.00,38360,8/17
SAO4,banded,orange,S6-3-1,262687,18127,6.90,26790,10.20,9715,3.70,59698,8/17
SAO5,banded,orange,S2-1-1,543201,38442,7.08,32091,5.91,25280,4.65,79172,8/17
SAO5,banded,orange,S2-2-2,523832,45660,8.72,47724,9.11,22180,4.23,78167,8/17
SAO5,banded,orange,S2-3-1,581255,57312,9.86,37776,6.50,0,0.00,106022,8/17
SAO5,banded,orange,S3-1-2,395667,39226,9.91,49755,12.57,13197,3.34,61382,8/17
SAO5,banded,orange,S3-2-1,385888,21027,5.45,68771,17.82,15894,4.12,64774,8/17
SAO5,banded,orange,S3-2-2,311495,44415,14.26,0,0.00,13195,4.24,60963,8/17
SAO5,banded,orange,S3-3-1,396506,19111,4.82,39344,9.92,7097,1.79,53776,8/17
SAO5,banded,orange,S4-2-1,422891,44013,10.41,17553,4.15,20696,4.89,82567,8/17
SAO5,banded,orange,S4-2-2,367557,26395,7.18,34991,9.52,0,0.00,84431,8/17
SAO5,banded,orange,S4-3-1,339807,46904,13.80,7816,2.30,13505,3.97,57425,8/17
SAO5,banded,orange,S4-3-2,440413,44991,10.22,45753,10.39,17612,4.00,119084,8/17
SAO5,banded,orange,S5-1-1,545834,54458,9.98,55145,10.10,13211,2.42,114393,8/17
SAO5,banded,orange,S5-2-2,412204,36564,8.87,59089,14.33,4977,1.21,93533,8/17
SAO5,banded,orange,S5-3-2,446728,36929,8.27,50674,11.34,25647,5.74,66871,8/17
